Distance_(pixels),Gray_Value
1788,55.4902
1789,54.7892
1790,54.5245
1791,53.9706
1792,53.5490
1793,53.4020
1794,52.8922
1795,52.3971
1796,51.7255
1797,51.6618
1798,51.2990
1799,51.0637
1800,50.6716
1801,50.3431
1802,49.8382
1803,49.6814
1804,49.3578
1805,48.7353
1806,48.6127
1807,48.1078
1808,48.1127
1809,47.5931
1810,47.4167
1811,47.4608
1812,46.8529
1813,46.6225
1814,46.5294
1815,46.0539
1816,46.1176
1817,45.8039
1818,45.7500
1819,45.5147
1820,45.4314
1821,45.5049
1822,45.3922
1823,45.2206
1824,45.0588
1825,45.3775
1826,45.2500
1827,45.5784
1828,45.5980
1829,45.2549
1830,45.4608
1831,45.5490
1832,45.6127
1833,46.1373
1834,46.2598
1835,46.2157
1836,46.3480
1837,46.5392
1838,46.8824
1839,46.9951
1840,47.2549
1841,47.5049
1842,47.8137
1843,47.9363
1844,48.2794
1845,48.2892
1846,48.7794
1847,49.0735
1848,49.3725
1849,49.5490
1850,49.9020
1851,50.3725
1852,50.7255
1853,50.9902
1854,51.5735
1855,51.7647
1856,52.3382
1857,52.5637
